"trx_id","sk_actor","actor_name","sk_customer","customer_name","customer_address","customer_city","customer_country","sk_film","film_title","release_year","film_rating","film_language","film_genre","film_description","sk_rental","staff_fullname","sk_waktu","tahun","kuartal","nama_bulan","tanggal","nama_hari","rental_date","return_date","replacement_cost","rental_duration","rental_rate","amount"
5382,156,Fay Wood,213,Gina Williamson,"1001 Miyakonojo Lane",Taizz,Yemen,53,Steers Armageddon,2006,Kids,English             ,Family,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,14369,Jon Stephens,100400014,2007.0,Q1,januari,2007-01-14 00:00:00.000,Minggu,2006-02-14 00:00:00.000,,25.99,5,2.99,2.99
5383,170,Mena Hopper,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,212,Young Language,2006,Kids,English             ,Action,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,1273,Mike Hillyer,100550015,2010.0,Q1,januari,2010-01-15 00:00:00.000,Jumat,2005-06-15 00:00:00.000,2005-06-20 00:00:00.000,14.99,7,4.99,4.99
5384,173,Alan Dreyfuss,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,491,Vampire Whale,2006,Adults Only,English             ,Children,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,2083,Mike Hillyer,100550017,2010.0,Q1,januari,2010-01-17 00:00:00.000,Minggu,2005-06-17 00:00:00.000,2005-06-23 00:00:00.000,18.99,4,0.99,2.99
5385,161,Harvey Hope,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,269,Uprising Uptown,2006,Adults Only,English             ,Family,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2865,Jon Stephens,100550020,2010.0,Q1,januari,2010-01-20 00:00:00.000,Rabu,2005-06-20 00:00:00.000,2005-06-25 00:00:00.000,22.99,3,0.99,2.99
5386,191,Gregory Gooding,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,410,Wrong Behavior,2006,Teens,English             ,Comedy,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,10558,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-09 00:00:00.000,19.99,7,2.99,3.99
5387,186,Julia Zellweger,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,648,Wyoming Storm,2006,Teens,English             ,Travel,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,10744,Mike Hillyer,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-03 00:00:00.000,17.99,7,4.99,4.99
5388,185,Michael Bolger,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,437,Wife Turn,2006,Adults Only,English             ,Family,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,11445,Jon Stephens,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-08 00:00:00.000,13.99,7,2.99,2.99
5389,102,Walter Torn,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,124,Wizard Coldblooded,2006,Kids,English             ,Children,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,11469,Mike Hillyer,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-05 00:00:00.000,16.99,3,4.99,4.99
5390,197,Reese West,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,6,Yentl Idaho,2006,Mature,English             ,Foreign,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,12459,Mike Hillyer,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-23 00:00:00.000,17.99,3,2.99,4.99
5391,199,Julia Fawcett,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,689,Wait Cider,2006,Teens,English             ,Foreign,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,13134,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-21 00:00:00.000,14.99,5,2.99,2.99
5392,172,Groucho Williams,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,771,Warlock Werewolf,2006,Kids,English             ,Drama,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,13346,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-27 00:00:00.000,23.99,3,4.99,9.99
5393,179,Ed Guiness,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,193,Wind Phantom,2006,Mature,English             ,Animation,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,13405,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-22 00:00:00.000,20.99,5,2.99,2.99
5394,108,Warren Nolte,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,741,Wedding Apollo,2006,Kids,English             ,Music,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,13561,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-27 00:00:00.000,28.99,7,0.99,0.99
5395,89,Charlize Dench,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,488,Wind Phantom,2006,Mature,English             ,Sports,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,13721,Mike Hillyer,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-23 00:00:00.000,23.99,3,0.99,0.99
5396,198,Mary Keitel,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,858,Youth Kick,2006,Adults Only,English             ,Comedy,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,13859,Jon Stephens,100650020,2012.0,Q1,januari,2012-01-20 00:00:00.000,Jumat,2005-08-20 00:00:00.000,2005-08-22 00:00:00.000,21.99,5,4.99,4.99
5397,185,Michael Bolger,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,845,Wife Turn,2006,Adults Only,English             ,Foreign,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,14342,Jon Stephens,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-25 00:00:00.000,9.99,7,4.99,4.99
5398,196,Bela Walken,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,833,Whisperer Giant,2006,Teens,English             ,Children,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,14562,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-26 00:00:00.000,20.99,5,0.99,0.99
5399,194,Meryl Allen,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,9,Victory Academy,2006,Teens,English             ,Horror,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,15633,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-24 00:00:00.000,21.99,3,2.99,2.99
5400,131,Jane Jackman,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,436,Uncut Suicides,2006,Teens,English             ,New,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,4208,Jon Stephens,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-09 00:00:00.000,14.99,4,0.99,0.99
5401,183,Russell Close,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,862,Won Dares,2006,Kids,English             ,Classics,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,4780,Jon Stephens,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-16 00:00:00.000,25.99,5,0.99,3.99
5402,104,Penelope Cronyn,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,287,Zoolander Fiction,2006,Mature,English             ,Action,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,4981,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-17 00:00:00.000,19.99,5,0.99,3.99
5403,185,Michael Bolger,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,880,Wife Turn,2006,Adults Only,English             ,Animation,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,5169,Mike Hillyer,100600009,2011.0,Q1,januari,2011-01-09 00:00:00.000,Minggu,2005-07-09 00:00:00.000,2005-07-13 00:00:00.000,9.99,6,2.99,2.99
5404,189,Cuba Birch,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,519,Victory Academy,2006,Teens,English             ,Sports,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,6598,Jon Stephens,100600012,2011.0,Q1,januari,2011-01-12 00:00:00.000,Rabu,2005-07-12 00:00:00.000,2005-07-20 00:00:00.000,27.99,3,2.99,7.99
5405,186,Julia Zellweger,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,648,Wyoming Storm,2006,Teens,English             ,Travel,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,7413,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-30 00:00:00.000,17.99,7,4.99,4.99
5406,188,Rock Dukakis,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,322,Working Microcosmos,2006,Mature,English             ,Sports,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,7822,Jon Stephens,100600028,2011.0,Q1,januari,2011-01-28 00:00:00.000,Jumat,2005-07-28 00:00:00.000,2005-08-05 00:00:00.000,29.99,5,2.99,5.99
5407,196,Bela Walken,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,284,Whisperer Giant,2006,Teens,English             ,Music,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,8659,Mike Hillyer,100600029,2011.0,Q1,januari,2011-01-29 00:00:00.000,Sabtu,2005-07-29 00:00:00.000,2005-07-30 00:00:00.000,23.99,5,4.99,4.99
5408,168,Will Wilson,214,Kristin Johnston,"226 Brest Manor",Sunnyvale,United States,841,Warlock Werewolf,2006,Kids,English             ,Sports,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,15639,Jon Stephens,100400014,2007.0,Q1,januari,2007-01-14 00:00:00.000,Minggu,2006-02-14 00:00:00.000,,9.99,5,2.99,2.99
5409,92,Kirsten Akroyd,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,929,Worst Banger,2006,Kids,English             ,Foreign,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,1374,Mike Hillyer,100550015,2010.0,Q1,januari,2010-01-15 00:00:00.000,Jumat,2005-06-15 00:00:00.000,2005-06-19 00:00:00.000,21.99,5,4.99,4.99
5410,,,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,323,,,,English             ,Sports,,1597,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-21 00:00:00.000,22.99,7,4.99,4.99
5411,198,Mary Keitel,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,745,Youth Kick,2006,Adults Only,English             ,Sports,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,1843,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-19 00:00:00.000,23.99,5,4.99,4.99
5412,155,Ian Tandy,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,220,Zorro Ark,2006,Adults Only,English             ,Music,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,2004,Jon Stephens,100550017,2010.0,Q1,januari,2010-01-17 00:00:00.000,Minggu,2005-06-17 00:00:00.000,2005-06-19 00:00:00.000,13.99,7,2.99,2.99
5413,177,Gene Mckellen,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,433,Wanda Chamber,2006,Teens,English             ,Animation,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,2915,Mike Hillyer,100550020,2010.0,Q1,januari,2010-01-20 00:00:00.000,Rabu,2005-06-20 00:00:00.000,2005-06-21 00:00:00.000,23.99,4,2.99,2.99
5414,170,Mena Hopper,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,299,Young Language,2006,Kids,English             ,Travel,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,3140,Jon Stephens,100550020,2010.0,Q1,januari,2010-01-20 00:00:00.000,Rabu,2005-06-20 00:00:00.000,2005-06-26 00:00:00.000,9.99,4,0.99,2.99
5415,168,Will Wilson,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,619,Warlock Werewolf,2006,Kids,English             ,Sports,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,11726,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-22 00:00:00.000,20.99,3,0.99,2.99
5416,188,Rock Dukakis,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,773,Working Microcosmos,2006,Mature,English             ,Sports,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,12281,Jon Stephens,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-19 00:00:00.000,28.99,6,2.99,2.99
5417,174,Michael Bening,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,11,Women Dorado,2006,Mature,English             ,Foreign,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,12376,Jon Stephens,100650018,2012.0,Q1,januari,2012-01-18 00:00:00.000,Rabu,2005-08-18 00:00:00.000,2005-08-25 00:00:00.000,16.99,6,0.99,1.99
5418,144,Angela Witherspoon,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,79,Wait Cider,2006,Teens,English             ,Drama,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,13081,Jon Stephens,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-22 00:00:00.000,10.99,5,0.99,0.99
5419,158,Vivien Basinger,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,601,World Leathernecks,2006,Teens,English             ,Travel,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,14121,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-23 00:00:00.000,20.99,4,0.99,0.99
5420,129,Daryl Crawford,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,202,Wasteland Divine,2006,Kids,English             ,Comedy,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,14812,Mike Hillyer,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-27 00:00:00.000,26.99,5,4.99,4.99
5421,193,Burt Temple,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,937,Wars Pluto,2006,Kids,English             ,New,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,15578,Mike Hillyer,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-26 00:00:00.000,14.99,7,2.99,2.99
5422,198,Mary Keitel,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,450,Youth Kick,2006,Adults Only,English             ,Children,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,15604,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-24 00:00:00.000,29.99,5,2.99,2.99
5423,197,Reese West,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,554,Yentl Idaho,2006,Mature,English             ,Classics,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,15793,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-24 00:00:00.000,22.99,6,2.99,2.99
5424,134,Gene Hopkins,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,132,Vanishing Rocky,2006,Adults Only,English             ,Sci-Fi,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,15837,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-28 00:00:00.000,25.99,6,0.99,0.99
5425,199,Julia Fawcett,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,216,Wait Cider,2006,Teens,English             ,New,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,4937,Mike Hillyer,100600008,2011.0,Q1,januari,2011-01-08 00:00:00.000,Sabtu,2005-07-08 00:00:00.000,2005-07-15 00:00:00.000,16.99,3,4.99,8.99
5426,35,Judy Dean,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,201,Trouble Date,2006,Kids,English             ,Foreign,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,5883,Jon Stephens,100600010,2011.0,Q1,januari,2011-01-10 00:00:00.000,Senin,2005-07-10 00:00:00.000,2005-07-11 00:00:00.000,18.99,7,2.99,2.99
5427,84,James Pitt,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,460,Young Language,2006,Kids,English             ,Foreign,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,5964,Mike Hillyer,100600011,2011.0,Q1,januari,2011-01-11 00:00:00.000,Selasa,2005-07-11 00:00:00.000,2005-07-18 00:00:00.000,26.99,3,4.99,8.99
5428,129,Daryl Crawford,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,101,Wasteland Divine,2006,Kids,English             ,Documentary,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,7176,Mike Hillyer,100600027,2011.0,Q1,januari,2011-01-27 00:00:00.000,Kamis,2005-07-27 00:00:00.000,2005-07-31 00:00:00.000,26.99,3,0.99,1.99
5429,191,Gregory Gooding,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,378,Wrong Behavior,2006,Teens,English             ,Music,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,9042,Jon Stephens,100600030,2011.0,Q1,januari,2011-01-30 00:00:00.000,Minggu,2005-07-30 00:00:00.000,2005-08-01 00:00:00.000,24.99,5,2.99,2.99
5430,49,Anne Cronyn,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,595,Wizard Coldblooded,2006,Kids,English             ,Foreign,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,9513,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-04 00:00:00.000,20.99,7,0.99,0.99
5431,164,Humphrey Willis,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,431,Wonderful Drop,2006,Adults Only,English             ,Foreign,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,9606,Jon Stephens,100600031,2011.0,Q1,januari,2011-01-31 00:00:00.000,Senin,2005-07-31 00:00:00.000,2005-08-05 00:00:00.000,12.99,3,2.99,4.99
5432,102,Walter Torn,215,Jessie Banks,"1229 Valencia Parkway",Stara Zagora,Bulgaria,205,Wizard Coldblooded,2006,Kids,English             ,Action,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,15856,Mike Hillyer,100400014,2007.0,Q1,januari,2007-01-14 00:00:00.000,Minggu,2006-02-14 00:00:00.000,,22.99,3,0.99,0.99
5433,197,Reese West,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,979,Yentl Idaho,2006,Mature,English             ,Drama,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,1459,Mike Hillyer,100550015,2010.0,Q1,januari,2010-01-15 00:00:00.000,Jumat,2005-06-15 00:00:00.000,2005-06-23 00:00:00.000,10.99,6,4.99,6.99
5434,200,Thora Temple,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,538,Wrong Behavior,2006,Teens,English             ,New,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,1662,Jon Stephens,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-18 00:00:00.000,19.99,7,0.99,0.99
5435,191,Gregory Gooding,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,914,Wrong Behavior,2006,Teens,English             ,Travel,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,1670,Mike Hillyer,100550016,2010.0,Q1,januari,2010-01-16 00:00:00.000,Sabtu,2005-06-16 00:00:00.000,2005-06-23 00:00:00.000,13.99,6,2.99,3.99
5436,156,Fay Wood,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,646,Steers Armageddon,2006,Kids,English             ,Games,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,2348,Mike Hillyer,100550018,2010.0,Q1,januari,2010-01-18 00:00:00.000,Senin,2005-06-18 00:00:00.000,2005-06-23 00:00:00.000,12.99,6,0.99,0.99
5437,163,Christopher West,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,394,Young Language,2006,Kids,English             ,Sci-Fi,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,3429,Jon Stephens,100550021,2010.0,Q1,januari,2010-01-21 00:00:00.000,Kamis,2005-06-21 00:00:00.000,2005-06-25 00:00:00.000,21.99,7,2.99,2.99
5438,144,Angela Witherspoon,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,260,Wait Cider,2006,Teens,English             ,Sports,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,10501,Jon Stephens,100650001,2012.0,Q1,januari,2012-01-01 00:00:00.000,Minggu,2005-08-01 00:00:00.000,2005-08-03 00:00:00.000,9.99,3,4.99,4.99
5439,167,Laurence Bullock,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,339,Unfaithful Kill,2006,Mature,English             ,Travel,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,11000,Jon Stephens,100650002,2012.0,Q1,januari,2012-01-02 00:00:00.000,Senin,2005-08-02 00:00:00.000,2005-08-07 00:00:00.000,17.99,5,0.99,0.99
5440,180,Jeff Silverstone,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,811,Watch Tracy,2006,Kids,English             ,Travel,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,11617,Mike Hillyer,100650017,2012.0,Q1,januari,2012-01-17 00:00:00.000,Selasa,2005-08-17 00:00:00.000,2005-08-26 00:00:00.000,29.99,4,2.99,7.99
5441,200,Thora Temple,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,945,Wrong Behavior,2006,Teens,English             ,Documentary,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,13420,Mike Hillyer,100650019,2012.0,Q1,januari,2012-01-19 00:00:00.000,Kamis,2005-08-19 00:00:00.000,2005-08-23 00:00:00.000,22.99,5,0.99,0.99
5442,199,Julia Fawcett,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,784,Wait Cider,2006,Teens,English             ,Travel,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,14633,Jon Stephens,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-22 00:00:00.000,20.99,7,2.99,2.99
5443,186,Julia Zellweger,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,994,Wyoming Storm,2006,Teens,English             ,New,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,14721,Mike Hillyer,100650021,2012.0,Q1,januari,2012-01-21 00:00:00.000,Sabtu,2005-08-21 00:00:00.000,2005-08-22 00:00:00.000,29.99,6,4.99,4.99
5444,197,Reese West,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,916,Yentl Idaho,2006,Mature,English             ,Animation,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,15187,Mike Hillyer,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-27 00:00:00.000,10.99,3,2.99,4.99
5445,162,Oprah Kilmer,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,4,Werewolf Lola,2006,Kids,English             ,Horror,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,15194,Mike Hillyer,100650022,2012.0,Q1,januari,2012-01-22 00:00:00.000,Minggu,2005-08-22 00:00:00.000,2005-08-25 00:00:00.000,26.99,5,2.99,2.99
5446,187,Renee Ball,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,222,Wind Phantom,2006,Mature,English             ,Horror,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,15928,Jon Stephens,100650023,2012.0,Q1,januari,2012-01-23 00:00:00.000,Senin,2005-08-23 00:00:00.000,2005-08-25 00:00:00.000,27.99,4,4.99,4.99
5447,142,Jada Ryder,216,Natalie Meyer,"1201 Qomsheh Manor",Aparecida de Goinia,Brazil,875,Zoolander Fiction,2006,Mature,English             ,Sports,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,4158,Mike Hillyer,100600007,2011.0,Q1,januari,2011-01-07 00:00:00.000,Jumat,2005-07-07 00:00:00.000,2005-07-15 00:00:00.000,9.99,6,0.99,2.99
